,store,sido,gungu,store_address,_merge
1055,안흥점,강원도,횡성군,강원도 횡성군 안흥면 안흥길 37-1,both
1056,우천점,강원도,횡성군,강원도 횡성군 우천면 수남로 333,both
1057,횡성점,강원도,횡성군,강원도 횡성군 횡성읍 태기로 35,both
1058,횡성중앙점,강원도,횡성군,"강원도 횡성군 횡성읍 문정로19번길, 13-3",both
1059,약수역점,서울특별시,중구,서울특별시 중구 신당동 321-1 1층,both
1060,양문점,경기도,포천시,경기도 포천시 영중면 양문로 98-1,both
1061,운천점,경기도,포천시,경기도 포천시 영북면 운천로 10,both
1062,운천한화점,경기도,포천시,경기도 포천시 영북면 산정리 454-4,both
1063,이동점,경기도,포천시,경기도 포천시 이동면 화동로 2105,both
1064,일동점,경기도,포천시,경기도 포천시 일동면 회동로 1073,both
1065,초가점,경기도,포천시,경기도 포천시 소흘읍 검바위길 84,both
1066,포천점,경기도,포천시,경기도 포천시 중앙로 184,both
1067,엄사금암점,충청남도,계룡시,충청남도 계룡시 엄사면 번영2길 4-41 101,both
1068,영광점,전라남도,영광군,전라남도 영광군 영광읍 남천리 312-2,both
1069,영월삼호점,강원도,영월군,강원도 영월군 영월읍 단종로 88,both
1070,영월점,강원도,영월군,강원도 영월군 영월읍 하송안길 114,both
1071,주천점,강원도,영월군,강원도 영월군 주천면   주천로 88-1,both
1072,예천점,경상북도,예천군,경상북도 예천군 예천읍 남본리 222-2번지,both
1073,옥천점(충북),충청북도,옥천군,충청북도 옥천군 옥천읍 금구리 24-6,both
1074,이원점,충청북도,옥천군,충청북도 옥천군 이원면 강청리 82-6,both
1075,옥포1점,경상남도,거제시,경상남도 거제시 옥포로 282,both
1076,장평점,경상남도,거제시,"경상남도 거제시 장평3로7길 58(장평동, 1층)",both
1077,용현1호점,인천광역시,미추홀구,인천광역시 미추홀구 인주대로174번  36,both
1078,학익점,인천광역시,미추홀구,인천광역시 미추홀구 한나루로 425  1층,both
1079,문학점,인천광역시,미추홀구,"인천광역시 남구 승학길 4(문학동, 101호)",both
1080,용현2호점,인천광역시,미추홀구,인천광역시 남구 낙섬중로 11(용현동),both
1081,제물포점,인천광역시,미추홀구,인천광역시 남구 장천로112번길 10 1층,both
1082,주안2동점,인천광역시,미추홀구,인천광역시 남구 주안2동 551-26,both
1083,주안점,인천광역시,미추홀구,인천광역시 남구 염창로 84-3,both
1084,주원점,인천광역시,미추홀구,인천광역시 남구 주안동 1593-34,both
1085,용호점,부산광역시,남구,"부산광역시 남구 용호로42번길 104(용호동,1층)",both
1086,원주지사,테스트,테스트구,테스트 테스트구 테스트점 23-123,left_only
1087,원통점,강원도,인제군,강원도 인제군 북면 금강로 46,both
1088,인제점,강원도,인제군,강원도 인제군 인제읍 비봉로 3,both
1089,인제현리점,강원도,인제군,강원도 인제군 기린면 기린로 19,both
1090,장계점,전라북도,장수군,전라북도 장수군 장계면 한들로 81,both
1091,장성점,강원도,태백시,강원도 태백시 장성시장1길 3(장성동),both
1092,태백점,강원도,태백시,강원도 태백시 먹거리길  66,both
1093,태백주공점,강원도,태백시,강원도 태백시 감천로 28(황지동),both
1094,장흥관산점,전라남도,장흥군,전라남도 장흥군 관산읍 관산로 119-1,both
1095,장흥점,전라남도,장흥군,전라남도 장흥군 장흥읍 동교3길 8,both
1096,전남금산점,전라남도,고흥군,전라남도 고흥군 금산면 대흥리 360-20,both
1097,정산점,충청남도,청양군,충청남도 청양군 정산면 서정리 168,both
1098,죽림점,경상남도,통영시,"경상남도 통영시 광도면 죽림1로 17-37, 102호(용문빌딩1층)",both
1099,통영1점,경상남도,통영시,"경상남도 통영시 중앙로 255 106호(북신동,동우상가)",both
1100,통영2점,경상남도,통영시,경상남도 통영시 도천동 1021-1 영생상가나동 111호,both
1101,증평점,충청북도,증평군,충청북도 증평군 증평읍 중앙로173,both
1102,지원점,광주광역시,동구,광주광역시 동구 소태동 653-4,both
1103,진도점,전라남도,진도군,전라남도 진도군 진도읍 옥주길 22,both
1104,진보점,경상북도,청송군,경상북도 청송군 진보면 진안리 384-4,both
1105,청도점,경상북도,청도군,경상북도 청도군 청도읍 청화로 202-2,both
1106,초계점,경상남도,합천군,경상남도 합천군 초계면 초계리 89-1,both
1107,초량점,부산광역시,동구,부산광역시 동구 초량중로 49  101호 ,both
1108,추풍령점,충청북도,영동군,충청북도 영동군 추풍령면 신안로 52-1,both
1109,황간점,충청북도,영동군,충청북도 영동군 황간면 남성리 558-1,both
1110,토곡점,부산광역시,연제구,부산광역시 연제구 연산동 410-2,both
1111,하동점,경상남도,하동군,경상남도 하동군 하동읍 읍내리 1283-2,both
1112,함평점,전라남도,함평군,전라남도 함평군 함평읍 광남길 83,both
1113,해남점,전라남도,해남군,전라남도 해남군 해남읍 중앙1로 98,both
